places,time,tweet
"Providence, RI, USA",2021-01-15 16:16:11,"Manaus is living the #Covid19 nightmare that local, state, and national leaders chose for it. Without oxygen or ICU beds, the appeals have gone out to the world to #SOSManaus. This did not have to happen. @SalsaAnth 
https://t.co/sDq5sT4pBZ"
Ireland,2021-01-15 16:16:10,"This is great advice especially in technology &amp; information age where everybody APPEARS busy. The pandemic has brought home painfully to us to stop, look, listen &amp; feel. 
@brainpicker #motherandbabyhomesreport #cblive @rteliveline #COVID19 https://t.co/udm8IgYabt"
"Urbana, IL",2021-01-15 16:16:09,"On today's #217Today with @BMolineWILL:

- Some parts of #Illinois may be allowed to transition to less restrictive #COVID19 measures.
- The Thomasboro mayor is apologizing for denying violence occurred at the U.S. Capitol.

https://t.co/7nkCFnVgf7"
"Hertfordshire, UK",2021-01-15 16:16:08,"I don't think the BBC were expecting this answer:

""is it helpful for the UK to no longer be part of the EU, in terms of keeping supplies going?""

""from a country perspective it does actually benefit us""

Apologies in advance for shoddy video :-) 

#COVID19 #UKTrade https://t.co/jbWre8bkDy"
"Tampa Bay, FL",2021-01-15 16:16:05,"Let me help give #shotsinarms. But I need the #vaccine first b/c #COVID19 will kill me. You need people to give it to seniors. Well, recruit us. #alliedhealhcare 😷💉

""#Pinellas hires company to register patients ahead of two new COVID vaccine sites"" https://t.co/iRt5pl1l0d"
"Phoenix, AZ",2021-01-15 16:16:03,"After receiving your #COVID19 vaccine, people will receive a card that shows what vaccine you received and the date of #vaccination. You will also be given a fact sheet that explains the risk and benefits. https://t.co/nIyPYvFWFg"
UK,2021-01-15 16:16:03,Trade body @BritishInsurers welcomes clarity given by #SupremeCourt judgment on #businessinterruptioninsurance. Says “The insurance industry expects to pay out over £1.8bn in #COVID19 related claims. All valid claims will be settled as soon as possible.”  https://t.co/7AcCSvrGgJ
"Pasadena, CA",2021-01-15 16:16:03,Residents 65 and over who either don't have a healthcare provider or are unable to receive the #COVID19 vaccine through their provider can complete this form to receive info from our health department on how to get vaccinated when vaccine is available: https://t.co/WVgWEHtgQJ https://t.co/OGCYzXVKMq
"London, Ontario",2021-01-15 16:16:00,"""A total of 17,094 people have completed the two-dose inoculation."" This is the number we really need to increase, it has been a month and only 0.1% of Ontario's population has been vaccinated. #COVID19 #onpoli #Ontario https://t.co/IRb38yrMLl"
The North of England,2021-01-15 16:16:00,"Trouble in the #EU as Pfizer says there will be delays in #Covid19 vaccine distribution to the 27 nations because of building work at its plant. Surely they knew this months ago?
It appears to be one genuine reason for Brexiteers to be smug for a change."
"Lansing, MI",2021-01-15 16:16:00,"As #COVID19 vaccination efforts continue throughout the state, MCC encourages Catholics to take a few minutes and read the statement from the Michigan bishops about moral considerations: https://t.co/Z6Ba2P2Uev. https://t.co/B2dY4Olic9"
global,2021-01-15 16:16:00,"A powerful #animation brings us to 1 day in the ER to show the reality of the current #COVID19 #pandemic. Few #cartoons have shaken our conscience so strongly
#scicomm  https://t.co/VHodBpmquW"
,2021-01-15 16:15:56,@SaharaReporters Contenders for IG eliminating one another or is it #Covid19?
"Fairfax, VA",2021-01-15 16:15:48,"Some thoughtful questions and potential risks to consider before getting the #CovidVaccine #Pfizer #COVID19 
https://t.co/yLJMteKjnQ"
Kenya,2021-01-15 16:15:44,"Israel's Covid vaccine rollout is the fastest in the world.

#Covid19 #NationNewsplex

https://t.co/ByL2YMEIoS https://t.co/CqwQXiPVkr"
Argentina,2021-01-15 16:15:42,#Israel considers starting to vaccinate population over 40 years old #COVID19 #coronavirus #Covid_19  https://t.co/vkbw4wsjG5
Africa,2021-01-15 16:15:42,"#COVID19 cases on the African continent amounted to 3,176,575 as of Friday, the Africa Centers for Disease Control and Prevention (Africa CDC) said.  https://t.co/mq7ncrGDuH"
,2021-01-15 16:15:41,Our partners at @aapacn want you to keep you and your loved ones healthy by booking your vaccination appointment today. Use the hashtag #GotVaccinated on social media to share your vaccination journey. 💉 #vaccinate #healthcare #covid19 #partnersuccess https://t.co/HW2ALBCAdp
Paris / Barcelona / Internet ,2021-01-15 16:15:41,Glad to collaborate on this initiative: #Safe to hold hackathon on #Covid19 solutions for live https://t.co/lRm6tFSrL2 via @IQ_Mag
,2021-01-15 16:15:33,"With few reliable Chinese-language news sources to fact-check them, rumors can quickly harden into a distorted reality.#COVID19"
Canada,2021-01-15 16:15:33,"This is aerosol.. 💯 
#covid19 #covidbc https://t.co/LJUhOsId6I"
Canada,2021-01-15 16:15:28,"@NightShiftMD @cbcwhitecoat Quantifying the risk is important for at risk patients, thereby allowing people to make informed decisions with predictability. However, given the risks posed by #covid19 - I will be getting the vaccine myself and I recommend others do the same after consulting with their doctors"
Denmark,2021-01-15 16:15:28,"#Iran:#Coronavirus death toll had exceeded 201,100
#COVID19 
https://t.co/KKFP5GkvBD https://t.co/y7PPcF8gle
.@WHO.@DrTedros.@JohnsHopkins.@ECDC_Outbreaks.@MSF.@rki_de.@WHOEMRO.@WHOatEU.@antonioguterres..@USAdarFarsi.@AlArabiya_Fa.@VOAIran.@dw_persian.@SR_Farsi_Dari.@RFI_Fa"
"Montréal, Québec",2021-01-15 16:15:23,"Quebec daily #COVID19 update:

- 238,745 cases (+1918)
- 8938 deaths (+9 in past 24 hours, +41 between Jan. 8 - 13, +11 before Jan.8, +1 at unknown date, -2 not due to COVID)
- 1496 hospitalizations (-27)
- 231 in ICU (+1)
+39,981 tests Jan. 13 = total 5,354,130"
"Hamilton, Ontario",2021-01-15 16:15:20,"A local hearing clinic is now selling masks with a clear window 

#HamOnt #facemask #COVID19 @LockeStShops 

https://t.co/J2AAiHQgmA"
"Surrey, BC, Canada",2021-01-15 16:15:16,"Did you know there may be a link between your stress level and your IBS flare-ups? In this article, we’ll explain the link between COVID stress and IBS.

✒️ @SkyeSherman 

https://t.co/ivx3waNFUl

#IrritableBowelSyndrome #Covid19 #CoronaVirus #CovidStress #CanadianPharmacy https://t.co/9t2HhTRvR4"
,2021-01-15 16:15:15,"If you're in touch with your family, take a second to call and check in. 👪

#COVID19 #SocialDistancing #EmotionalConnection"
Newcastle | Leeds | Manchester,2021-01-15 16:15:15,Work in #localgovernment? Here is all the news you need right now from Colin Hewitt &gt;&gt; https://t.co/5squd0CPa1 #brexit #commercial #regulatory #planning #housing #covid19 https://t.co/hXFA95HhVs
Upstate NY,2021-01-15 16:15:15,"@BerwickJeff This, after 20+ studies show that lockdowns have zero effect against #COVID19."
"Fairfax and Fredericksburg, VA",2021-01-15 16:15:14,"Critter Corner: How Can a Senior Get a COVID Vaccine in Virginia, DC, and Maryland?
https://t.co/mTMARli6hi
---
#elderlaw #estateplanning #crittercorner #COVID19 #coronavirus #coronavirusvaccine #VIrginia #DC #Maryland"
"Omaha, NE",2021-01-15 16:15:14,Don't miss our on-demand webinar featuring Dr. Jessica Grubb on CDC guidance for protecting your employees. #COVID19 #pandemic   https://t.co/pQyQIgI86K https://t.co/S60OZ02Bbo
London,2021-01-15 16:15:13,"The #BritishAsianTrust continues working with the @bbcasiannetwork to share important #COVID19 information with #SouthAsian communities. #NHS #TestandTrace
Have you seen the latest updates? Watch now: https://t.co/eNDSwJB3tL

 #Punjabi #gujarati #Sylheti  #Tamil #Urdu"
"Scottsdale, AZ",2021-01-15 16:15:12,"#InnovationAlert! Scientists develop touch free technique to monitor vital signs: https://t.co/yIfuXIWFJq

#medicalindustry #medtech #moderndaymedicne #modernmedicne #covid19 #globalpandemic #healthcareburnout #hcp #healthcare #health #patient #patientcare https://t.co/lfgTKxhD5Y"
"England, United Kingdom",2021-01-15 16:15:12,Latest 7-day average for COVID-19 in England - 46500 #COVID19 #python #pandas https://t.co/4q90ucys4B
"New Delhi, India",2021-01-15 16:15:12,"#US star #AnneHathaway races to release '#LockedDown,' #COVID19 rom-com starring her and #ChiwetelEjiofor https://t.co/4scpqoR0Bu"
,2021-01-15 16:15:11,"@JasonMillerinDC Donald Trump - “The President” will see higher, and higher poll numbers as the reality of the Biden communist agenda becomes clearer. The economy will grow worst as the Democrats continue their futile effort to buy their way out their #COVID19 political hysteria."
Atlanta GA,2021-01-15 16:15:11,"#ICYMI Nishi Rawat, MS MBA, SVP @ApprissHealth &amp; Co-Founder @openbeds, speaks w/ @healthblawg about how OpenBeds pivoted from streamlining behavioral health treatment referral process to collecting &amp; transmitting real-time data to improve #COVID19 mngmnt https://t.co/DCVmJjtE0q https://t.co/GIZMydvAOl"
"Beijing, China",2021-01-15 16:15:10,"Official figures show the UK has recorded 55,761 new #COVID19 cases and 1,280 further deaths in the latest 24-hour period, Sky News reports. https://t.co/SethLiMgG3"
"North Bay, Ontario, Canada",2021-01-15 16:15:10,"APPLICATIONS now open for Ontario's Small Business Support Grant: https://t.co/IfDcmaYOZR

#workplacesafety #smallbusiness #COVID19 #mining #forestry #forestproducts #b2b https://t.co/PcIMGgEq9f"
Online,2021-01-15 16:15:09,Dusty Blue Save The New Date Plan Change Photo Announcement Postcard https://t.co/froIhlSZFM #changethedate #savethenewdate #savethedate #COVID19 #SocialDistancing #changeofplans #newplan #newdate #cancelledevent
Memphis,2021-01-15 16:15:09,"@AmerAcadPeds @CNN @DrTanyaAltmann Is there a typo in this tweet? should ""so"" instead be ""to""? Because meaning is much different: ""Communities must lower the spread of #COVID19 to keep kids in class."""
Carleton,2021-01-15 16:15:05,"The Ontario government is investing up to $3 million through the new Equine Hardship Program to help horse experience businesses like riding schools cover animal maintenance costs during #COVID19.

Learn more: https://t.co/1MW5h6blYm

#Carleton #OnPoli #HereToServe #OttNews https://t.co/utFLsClWLA"
London,2021-01-15 16:15:04,The lawful seizure of patent rights. The COVID-19 pandemic has unearthed a tension between IP and the government's right to seize patents. Paul J Sutton of Sutton Magidoff Barkume reports.  https://t.co/eBsQ9AtrVm #covid19 #pandemic #patents
Washington DC,2021-01-15 16:15:03,I can see that day is mot too far when Pakistanis will be asked to fly to Dubai to get their #COVID19 tests done. https://t.co/J9wrLfXtwT
Have a tip? Email us: Roxanne@AllAboutTRH.com,2021-01-15 16:15:03,.#RHONY Cast Member Gets COVID-19; Forcing Bravo To Shut Down Production and Postpone Season 13 Cast Trip #RealHousewives #COVID19 #NYC https://t.co/RZpQBRd3k0
Northeast Indiana,2021-01-15 16:15:00,"""We are being put in these untenable situations where we have so many more patients than we can take care of, where we have so many fewer resources than we need to take care of them."" — Dr. Megan Ranney

More ➡️  https://t.co/T8ITXicTAL #quote #cnn #COVID19 #maskup #stayhome https://t.co/Vb7sVMmqyd"
,2021-01-15 16:15:00,"Government updates guidance on dog walking in #lockdown 
@RSPCA_official 
#pets #dogsoftwitter #covid19 

https://t.co/vL2fJs5l9h"
"Fort Wayne, Indiana",2021-01-15 16:15:00,"The #COVID19 pandemic has certainly had its impact on #retirement savings: with the stock market dropping and #401k accounts taking a hit, 61% of Americans say their ability to set aside savings or #investments have been affected by the crisis. 
https://t.co/F7ZQuSF21r"
Toronto,2021-01-15 16:15:00,"This #Toronto doctor says that THIS is the main reason #COVID19 keeps spreading...and no, it's not people breaking the rules 😳  #afternoonvibewithnobetternina @vibe105to https://t.co/DlkZStJlnj"
"Los Angeles, CA",2021-01-15 16:15:00,"Today we have Dr. Joe Park (on Zoom) from #Tayshia's season of #TheBachelorette. He's had both doses of the #COVID19 vaccine!! He's on just after 9:00a PT!
https://t.co/Ie3y7KW5XE"
San Francisco,2021-01-15 16:15:00,We are all responsible for limiting the spread of #COVID19. Protect our community by keeping your face covered during essential outings. #MaskTheSFup https://t.co/KHCL4djRho
,2021-01-15 16:15:00,"Do you have questions about the #COVID19 vaccine? 
 
Visit https://t.co/QfhxJryJNB for updates, resources, and info on Nevada’s COVID-19 vaccination efforts. https://t.co/QfhxJryJNB"
"Washington, DC",2021-01-15 16:15:00,"OCPO promoted competition in telecom ownership and IT services for small, women, and minority owned businesses.

OMD worked tirelessly to keep employees safe during #COVID19.

OGC successfully defended the agency's important work from legal challenge.

https://t.co/ovRUBP1O0q https://t.co/t1vtxDBr4X"
"Caledon, Ontario",2021-01-15 16:15:00,#COVID19 outbreak declared at #Bolton long-term-care home in December has left four people dead and more than a dozen residents have active cases https://t.co/AFhqqM5jHw https://t.co/FLfunFhwHm
"New York, New York",2021-01-15 16:15:00,"As NYC continues to recover from #COVID19, we're working to ensure that it's a #GreenRecovery with our commitment to clean energy https://t.co/m4ZbFO2kOm"
"Chelmsford, UK",2021-01-15 16:14:51,"Below is some important information on how to treat minor coronavirus symptoms at home.

This includes what you can do to help treat a temperature, cough and breathlessness. There is also guidance on when to call 999 if your symptoms worsen 🚑🏥

#COVID19 #Chelmsford https://t.co/7EL1m17crI"
,2021-01-15 16:14:51,"Div Com, DC B’pora flew to #Gurez valley to deliver #Covid19 vaccines
@DDCBandipora @dicbandipora @DivComKmrOffice 
 https://t.co/dzw7iG7y6H"
Port Harcourt,2021-01-15 16:14:51,"Now on #HardFacts, #LetsTalk about:

FG bans assemblies, overcrowding as schools reopen on Monday

@Dee_shark asks;

Are you confident that children are safe returning to schools?
📻https://t.co/undYVSrIXt
📲0817 923 0002
📩WhatsApp 0809 030 6416
.
#COVID19
#SchoolsReopening https://t.co/j2iMxcyCZJ"
"Goodyear, Arizona",2021-01-15 16:14:49,"Peoria Unified closes some schools after ‘sick out’ #covid19 #Peoriaschools
https://t.co/2Yb2FfKVnu"
United States,2021-01-15 16:14:47,"Brazilian government must take effective measures to combat the COVID19 in Quilombola territories. The Quilombola ADPF was filed by @conaquilombos 120 days ago, but there is still no return from the Brazilian government with strategies to fight #Covid19 in Quilombola communities. https://t.co/fGNLA6Rdgg"
"Rockville, MD",2021-01-15 16:14:46,@teresaclogue @CroninChrysan Agree. Custodial staff are exposed to patients as are techs and med students. The differentiator should be people’s whose role at the hospital increases their exposure to #COVID19. We then had to trust the hospitals to do the right thing.
Cambridgeshire,2021-01-15 16:14:45,"And so it begins. You can only work for us if vaccinated. My advice, start using a local self employed plumber in future not #pimlicoplumbers they are part of the problem. Don't give them any if your money #COVID19 #HumanRights https://t.co/erK60KwObr"
"Highland Park, Illinois",2021-01-15 16:14:41,"Mother, daughter ICU nurse team at Vista Medical Center in Waukegan talk about the front lines of battling #COVID19. Read their story in Lake Countuy @newssun. https://t.co/5xenc9rM9o"
Buckinghamshire,2021-01-15 16:14:39,#ToryCabinet should be in prison #ToryCorruption #ToryIncompetence 1230 deaths today #COVID19 with an 80 seat majority they do what they fcking like #ToriesLie https://t.co/1BkXzdSdgV
"Seattle, WA",2021-01-15 16:14:36,"""With vaccine data, the United States has the opportunity for a do-over.""

@kissane of @covid19tracking &amp; @afgoldfarb on why tracking vaccinations is necessary to give a complete view of the #COVID19 pandemic, esp to highlight racial &amp; ethnic disparities. https://t.co/Cz7vPSrOZb"
North America,2021-01-15 16:14:33,"@leighfromcanada @NathanFleury15 @Roman_Baber @OntarioPCParty @fordnation That’s unfortunate Leigh, but that doesn’t mean the rest of us should submit to #MedicalTyranny #COVID19"
United Kingdom,2021-01-15 16:14:31,"Closing today!

#WomenInSTEM, last chance to take part in our anonymous survey 👉🏿👉🏽👉🏻 https://t.co/vTxM0csHxV 

How has #COVID19 impacted your #STEM career? Let us know so we can better understand the obstacles women in STEM face today. https://t.co/ZAVpnypIsZ"
"Belfast, Northern Ireland",2021-01-15 16:14:30,Thank you @HSCBoard @raymondcurran @OptomNI for my vaccine and my for my staff vaccines - smooth operation from start to finish #painless #COVID19 #StayHomeSaveLives https://t.co/TsiQcnn94v
Las Vegas NV,2021-01-15 16:14:27,"Compilation covid vaccine injuries, side effects and DEATHS (video)
https://t.co/BPKGcpMFiv
#badhealth, #badmedicine, #badscience, #coronavirus, #covid19, #Moderna, #mRNA, #pandemic, #Vaccinedeaths, #vaccineinjury, #vaccinesideeffects, #vaccinewars, #VaccineStrategy https://t.co/xmSN8K0O4D"
,2021-01-15 16:14:26,With that YEE YEE as haircut #UgandaElections #onepiece1001 #COVID19 #السعوديون_يهجرون_واتساب #BlackLivesMatter #DonaldTrump #JoeBiden #1776Again #womensrights
,2021-01-15 16:14:25,"Almost one month into having available vaccines for #COVID19 and we're no were near where we should be for #vaccinating. Each state is doing its own thing (problem #1) and no one has a plan. I know this is a very convoluted thing to figure out, but I feel like we're wasting"
"Washington, D.C.",2021-01-15 16:14:24,Maryland teachers will be eligible for #COVID19 vaccine beginning next week - https://t.co/Z6f5uttGWu
Harrogate ,2021-01-15 16:14:24,So what are your plans got the #weekend #uk #covid19 https://t.co/dU2gmkI30M
Canada,2021-01-15 16:14:23,"American praise for Canada’s #COVID19 flight data transparency. But people shouldn’t be flying anyway. Stay home! 

COVID-19 exposure on flights is more common than you think. The US doesn't share details, but #Canada does - #USATODAY  https://t.co/ehdt3lmf1B"
Ottawa 🇨🇦,2021-01-15 16:14:21,So...no Spring election. #cdnpoli #COVID19 https://t.co/eWQy01mMrD
"Washington, DC",2021-01-15 16:14:20,"#UMD President Darryll Pines urges students to forgo in-person participation at #Biden's inauguration, citing violence at the Jan. 6 #insurrection and #COVID19.

The campuswide email follows a joint statement from Gov. Hogan, Gov. Northam and Mayor Bowser. 

@thedbk"
"Derby, UK",2021-01-15 16:14:18,"For an insider's perspective on responding to #COVID19 as an #estateagent, hear from https://t.co/ceLAi2bujl's Ben Brain, as he explains the value of a simple checklist as used whilst he was a Director at award-winning Hannells.

Download the checklist: https://t.co/DjyJ4lGLww https://t.co/75bsO9pCTm"
🌍,2021-01-15 16:14:16,@DrToddLee @JAMAInternalMed @InfectiousDz @JAMA_current @BogochIsaac @CarlosdelRio7 @GBL_Unit @AlexLawandi @DrEmilyMcD @RIMUHC1 @cusm_muhc @McGill_DOM Great work and Great team! #COVID19 #IDTwitter
East Of England,2021-01-15 16:14:16,Boris Johnson will hold a Downing Street news conference 5pm #COVID19 #CovidUK #coronavirus #CoronavirusStrain #NHS
Coast to coast,2021-01-15 16:14:11,"Hey, Rosie the Riveter...meet Rosie the Vaccinator! Thank you Dr. Christine Griger, CEO of #SutterMedical Group, for leading by example! @SutterHealth #COVID19 #VaccinesWork https://t.co/om56QAdNY2"
United States,2021-01-15 16:14:07,"@DrLeanaWen Hoping in 5 days, we have a focused &amp; Comprehensive Federal Government response to the #Covid19 Pandemic. a universal approach to pandemics like Israel &amp; the UK is needed. Hoping we have one clear direction, rather than 50 different policies from 50 states, which are not working."
"LV, CA",2021-01-15 16:14:07,"Up, Out, #COVID19 PROTECTED and Getting Sh*t Done!

Adelanto Cultivation Walk Through 

#Phase2 #420life #420friendly https://t.co/hD17cMsxyP"
Online,2021-01-15 16:14:07,Burgundy Save The New Date Plan Change Photo Save The Date https://t.co/QJrpgZRdhj #changethedate #savethenewdate #savethedate #COVID19 #SocialDistancing #changeofplans #newplan #newdate #cancelledevent
"Liverpool, England",2021-01-15 16:14:06,"Remember not everyone has symptoms.

Show respect and maintain your distance 🤚 

#handsfacespace #covid19 #socialdistance https://t.co/E9NZbVe7jV"
"Ascot, South East",2021-01-15 16:14:05,"#COVID19 15 Jan, I was wrong, Boris must have other things to talk about in the press conference.

Local stats to follow shortly..... https://t.co/4fvRVjcLu5"
New York City,2021-01-15 16:14:04,"In episode three of our #transferpricing video series, we discuss the intercompany aspects of cash management that companies may be navigating as a result of the economic impacts and ongoing uncertainty around #COVID19. https://t.co/3DX0vIlage"
"Headquarters in Bethesda, MD",2021-01-15 16:14:04,"Join us today alongside @US_FDA and @CDCgov leaders, @alsassociation, @MDAorg, and @RareDiseases for a special webinar discussing #COVID19 vaccines with a focus on the rare disease community. Register now to join us live at 2 p.m. ET: https://t.co/1KwBZdwHxu https://t.co/kYzS9ZZRvz"
Bangalore,2021-01-15 16:14:03,"Decision Maker’s Guide: What’s Missing from Your Facility Management Software?

https://t.co/b4JacpLlLh

#FacilitiesMgmt #VisitorManagement #EmergingTech #Covid19 #Pandemic https://t.co/cNpM1ZGaC9"
"Vancouver, Washington",2021-01-15 16:14:03,"#ICYMI #Clarkwa reports 106 new #COVID19 cases, no new deaths, on Thursday https://t.co/Tqbiyhl2er https://t.co/zqBW9ppOBb"
New York City,2021-01-15 16:14:03,#COVID19 oxygen needs surge in southern #Africa. We must #ACTogether to support @eswatiniagovern1 @mhss_namibia @health_lesotho to #InvestinOxygen @JNkengasong @AfricaCDC #EveryBreathCounts @your_afrox @lindeplc @USAIDAfrica @WorldBankAfrica @WHOAFRO @CHAI_health @PATHtweets https://t.co/MBs7yfNoqf
UK,2021-01-15 16:14:02,"Hole Lotta Love! Man uses a drone to send doughnuts to police officers to say thanks for their hard work during the Covid crisis

https://t.co/fPsLV7IVPN

#drone #drones #uav #usa #COVID19 https://t.co/M18MKY1wdy"
Cambridge & London,2021-01-15 16:14:01,Explore why these design experts believe how the year 2020 will shape the next decade https://t.co/WyPDE9h7x6 #designerthinking #design #covid19
"Salt Lake City, Utah",2021-01-15 16:14:00,"ICYMI, ""Don’t wait. Don’t ask. Do it and send us the bill and we will pay for it.""

@GovCox offers more resources (and even volunteers the @UTNationalGuard) to help with #COVID19 vaccination efforts: https://t.co/vwo74wzG0j @fox13 #utpol #Utah https://t.co/hgs2Xj9IGb"
Los Angeles,2021-01-15 16:14:00,Cars are rolling through the gates. As the #Covid19 vaccination site opens for the first time. #DodgerStadium. @KNX1070 https://t.co/C9XlyPIDdA
US of A,2021-01-15 16:13:59,"Ivermectin could be gamechanger in #COVID19 treatment 
https://t.co/cAmgcLsHTr"
mayor@hamilton.ca,2021-01-15 16:13:55,"#COVID19 vaccines are safe &amp; effective and are vital to restoring our desire for normality going forward!

For any vaccine to reach the general public it must pass careful evaluation by Health Canada and will have to pass all safety standards.

Learn more: https://t.co/RhJHTPn7SN https://t.co/QDEhvQ0xGQ"
"Camden Town, London",2021-01-15 16:13:52,"Got #coronavirus symptoms? Get yourself tested. See how and where to access #COVID19 test in #Camden 
#NHS #TestandTrace 
@CamdenCouncil 
https://t.co/JvwiF7rOmq https://t.co/SPmQQ6DW62"
India,2021-01-15 16:13:50,"Should the VVIPs be vaccinated first? Doctors answer.
#CovidVaccine #COVID19 #Coronavirus #Vaccine  
#NewsToday with @sardesairajdeep https://t.co/3RYXXL9OEu"
"Toronto, Ontario",2021-01-15 16:13:47,"When releasing #lockdownmeasures it would be great if consideration is given to other factors that will be impacted during this time. For example, divorce rates and domestic abuse rates have increased. What's the plan or.. we haven't considered that? #COVID19 #onpoli"
"Daventry, England",2021-01-15 16:13:38,"RT DxGusher: Our hospitals are reaching ""breaking point"" as number of patients continues to rise #COVID19 #NorthantsTogether
https://t.co/NMg0FWQRnP #Daventry #News #othernews"
ሆም,2021-01-15 16:13:37,"The people who argue how the #COVID19 vaccine is so great and a solution to everything, (most of you liberals). I have one question, do you even know what a vaccine mechanism action is? Please stop politicizing healthcare, this is human life in case you forgot."
,2021-01-15 16:13:35,"Our 5th high impact @BJAJournals publication according to @PlumAnalytics is 'Emergency tracheal intubation in 202 patients with COVID-19 in Wuhan, China: lessons learnt and international expert recommendations'

@ELS_Anesthes #COVID19 @dannyjnwong 

https://t.co/rNuyOp8b9E https://t.co/02PPMla0Wt"
Global,2021-01-15 16:13:32,"#Covid19: #Nigeria anticipates the rollout of the #PfizerBioNTech vaccine, details sketchy. 10 million doses expected in March, but expect delays.

https://t.co/7XE8KaFz4j"
"Winnipeg, MB",2021-01-15 16:13:25,Vaccine supplies being delayed a bit..and new federal projections: https://t.co/qN4MRUx9nW #covid19
"Houston, TX",2021-01-15 16:13:21,"“107 women who had viral load analyzed, researchers did not identify detectible viremia in their blood or umbilical cord blood, and they did not find evidence of vertical transmission.” #pregnancy #COVID19  https://t.co/NA6ig2nsS9"
Canada,2021-01-15 16:13:16,"@jkenney 97,825 vaccines delivered to AB 
as of this wk 
30,872 (31.5%) in the freezer 
#COVID19"
England,2021-01-15 16:13:16,"#COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.

As of 15 January, 3,234,946 people have received their first dose of a COVID-19 vaccination.

Visit the @PHE_uk dashboard for more info:
▶️️ https://t.co/M5JZBXV8cl https://t.co/4tWZTGPXzQ"
Isle of Wight,2021-01-15 16:13:15,"Another #isleofwight rise - and total cases now over 5,000 since the start of #COVID19 #coronavirus Details: https://t.co/KAj87kzH8u #iwnews #iow https://t.co/xA8tU3chig"
"Earth, USA",2021-01-15 16:13:14,There Are Coons In This House SMDH! https://t.co/w6yU4pXMCT #b1 #blacktwitter #newblackmedia #israeliteslivesmatter #covid19
United States,2021-01-15 16:13:12,"@ashishkjha Hoping in 5 days, we have a focused &amp; Comprehensive Federal Government response to the #Covid19 Pandemic. a universal approach to pandemics like Israel &amp; the UK is needed. Hoping we have one clear direction, rather than 50 different policies from 50 states, which are not working."
"Goodyear, Arizona",2021-01-15 16:13:11,"Peoria Unified closes some schools after ‘sick out’ #covid19 #Peoriaschools 
https://t.co/fKyrGNfBSF"
"England, United Kingdom",2021-01-15 16:13:09,"Why? Apart from these names states, the rest have increasing cases with Ohio and California already identifying cases of the UK variant which is 70% more transmit able than previous ones. This is no joke. People are dying. Thousands more will. #COVID19 #UnitedStates #lockdown"
Terra Malum,2021-01-15 16:13:06,"@Dale71853123 @DanRather Not to nitpick, but literally nothing could have stopped the #pandemic . ""It was its time"". That's just how Life and evolution work. But yeah... it could have been at least under control, with the right leadership. It didn't have to be 400K #COVID19 fatalities ☹️"
"Bath, England",2021-01-15 16:13:06,"One rule for us and another rule for illegal immigrants. Isn't it time to send them back to the safe country they came from? 

""The two protest marches from Penally to Tenby held by asylum seekers this week have made a ‘mockery’ of #COVID19 regulations"" 

https://t.co/klmslLUPdG"
United States,2021-01-15 16:13:03,"Hoping in 5 days, we have a focused &amp; Comprehensive Federal Government response to the #Covid19 Pandemic. a universal approach to pandemics like Israel &amp; the UK is needed. Hoping we have one clear direction, rather than 50 different policies from 50 states, which are not working! https://t.co/RCsxDwnYlT"
,2021-01-15 16:13:00,"Stricter rules for supermarkets in #Wales are being brought in to help prevent #coronavirus spreading. The First Minister warned of ""significant evidence"" #COVID19 is being transmitted in shops; existing guidance on social-distancing &amp; mask use will now become law. @UCBMedia https://t.co/VkaiJEQM0Y"
"New York, NY",2021-01-15 16:13:00,"Click on the link below for everything you need to know about the COVID-19 saliva tests #COVID19 #CovidTesting 
https://t.co/qXrACJ2X2j"
"Berlin, Germany",2021-01-15 16:13:00,"View of #Berlin's Central Station as possible 15 km travel restriction looms

LIVE: https://t.co/8nEXOXCTHB

#Germany #Berlinlockdown #coronavirus #COVID19 https://t.co/dC7Kh63HA1"
"Nashville, TN",2021-01-15 16:12:58,Our Shero! Posted @withregram • @birdflurn Shot #2 in the books! #COVID19 #FuckCOVID #MakingHistory #ScienceFTW @ Vanderbilt University Medical Center https://t.co/OebeuXKpn8
New York City,2021-01-15 16:12:57,"Do better, @PAHealthDept. Your website currently contradicts itself. This fact sheet (https://t.co/Y7LveKprTf) says 1B will include people with high-risk conditions, while your main #COVID19 vaccine page says they're in 1C (https://t.co/3jZQqMxPMa). Which is it?"
"Calgary, Alberta",2021-01-15 16:12:55,@staceykate1973 If only you could get a #COVID19 vaccine that quickly
"Louisville, Kentucky",2021-01-15 16:12:55,"Here's a new Dr. Swanz blog post exploring the data less publicized from the Pfizer Covid Vaccine trails. #CovidVaccine #pfizercovidvaccine #covid19
https://t.co/xFE6w973ih"
,2021-01-15 16:12:54,"#CobbCounty schools will be online for the upcoming week, due to the continued alarming spike of COVID-19 cases in the county. #COVID19 #education https://t.co/VSeelBdEhQ"
"Sheffield, England",2021-01-15 16:12:54,"@UKCovid19Stats Down but back above 50,000 so i suspect this might be a backlog day! #UnitedKingdom #Covid19 https://t.co/RJ3XkidzOo"
